Кол-во потоков Время, мс  Margin  СКО    Ускорение  
              1     765.86    0.44   2.27       1.00
              2     508.68   12.78  65.23       1.51
              3     382.24    1.16   5.91       2.00
              4     348.25    0.54   2.74       2.20
              5     331.02    1.18   6.02       2.31
              6     333.93    1.64   8.35       2.29
              7     338.16    1.27   6.46       2.26
              8     341.49    2.25  11.50       2.24
