Кол-во потоковВремя, мс Margin  СКО    Ускорение  
             1    771.91    0.35   1.77       1.00
             2    429.25    1.71   8.72       1.80
             3    387.76    8.80  44.89       1.99
             4    373.89    9.67  49.34       2.06
             5    408.68    8.39  42.79       1.89
             6    354.32    9.85  50.26       2.18
             7    340.76    0.56   2.88       2.27
             8    314.36    0.26   1.33       2.46
